id,title,body,category,priority,full_text
410,Pagamento effettuato,"Vorrei ricevere un preventivo per i vostri servizi Quando possibile, grazie.",Commerciale,media,pagamento effettuato vorrei ricevere un preventivo per i vostri servizi quando possibile grazie
411,Driver mancante,"Il sistema nega l'accesso ai file condivisi È urgente, non riesco a lavorare.",Tecnico,alta,driver mancante il sistema nega l'accesso ai file condivisi è urgente non riesco a lavorare
412,Feedback servizio,"Vorrei lasciare un feedback sul servizio ricevuto Sono fermo, non posso procedere.",Commerciale,alta,feedback servizio vorrei lasciare un feedback sul servizio ricevuto sono fermo non posso procedere
413,Connessione internet assente,Il computer impiega troppo tempo ad avviarsi Solo per avere informazioni.,Tecnico,bassa,connessione internet assente il computer impiega troppo tempo ad avviarsi solo per avere informazioni
414,Sostituzione articolo,Vorrei informazioni sulla promozione attiva A vostra comodità.,Commerciale,bassa,sostituzione articolo vorrei informazioni sulla promozione attiva a vostra comodità
415,Nota spese,"Ho bisogno di un certificato di lavoro per la banca Quando possibile, grazie.",Amministrazione,media,nota spese ho bisogno di un certificato di lavoro per la banca quando possibile grazie
416,Modifica anagrafica,Vorrei attivare lo smart working È solo una domanda informativa.,Amministrazione,bassa,modifica anagrafica vorrei attivare lo smart working è solo una domanda informativa
417,Reso merce,"Richiedo il listino prezzi aggiornato Emergenza, serve intervento immediato.",Commerciale,alta,reso merce richiedo il listino prezzi aggiornato emergenza serve intervento immediato
418,Backup fallito,Il computer impiega troppo tempo ad avviarsi Solo per avere informazioni.,Tecnico,bassa,backup fallito il computer impiega troppo tempo ad avviarsi solo per avere informazioni
419,Nota spese,Gli straordinari del mese scorso non sono stati pagati A vostra comodità.,Amministrazione,bassa,nota spese gli straordinari del mese scorso non sono stati pagati a vostra comodità
420,Sconto richiesto,Ho bisogno di assistenza post-vendita Solo per curiosità.,Commerciale,bassa,sconto richiesto ho bisogno di assistenza post-vendita solo per curiosità
421,Nuovo cliente,Vorrei ricevere il catalogo prodotti completo A vostra comodità.,Commerciale,bassa,nuovo cliente vorrei ricevere il catalogo prodotti completo a vostra comodità
422,CUD mancante,Vorrei attivare lo smart working Senza fretta.,Amministrazione,bassa,cud mancante vorrei attivare lo smart working senza fretta
423,Tastiera bloccata,"Il PC si spegne improvvisamente senza motivo Non è urgente, quando avete tempo.",Tecnico,bassa,tastiera bloccata il pc si spegne improvvisamente senza motivo non è urgente quando avete tempo
424,VPN non funziona,"L'antivirus ha rilevato una minaccia Quando possibile, grazie.",Tecnico,media,vpn non funziona l'antivirus ha rilevato una minaccia quando possibile grazie
425,Congedo parentale,"Ho notato un errore nell'importo della busta paga Quando possibile, grazie.",Amministrazione,media,congedo parentale ho notato un errore nell'importo della busta paga quando possibile grazie
426,Nuovo cliente,"È possibile ottenere uno sconto per grandi quantità? Quando possibile, grazie.",Commerciale,media,nuovo cliente è possibile ottenere uno sconto per grandi quantità quando possibile grazie
427,Sconto richiesto,Il mio ordine è in ritardo rispetto alla data prevista Resto in attesa di risposta.,Commerciale,media,sconto richiesto il mio ordine è in ritardo rispetto alla data prevista resto in attesa di risposta
428,File corrotto,Alcuni tasti della tastiera non funzionano Grazie in anticipo.,Tecnico,media,file corrotto alcuni tasti della tastiera non funzionano grazie in anticipo
429,File corrotto,Il mouse wireless non risponde Attendo riscontro.,Tecnico,media,file corrotto il mouse wireless non risponde attendo riscontro
430,Driver mancante,"La chiavetta USB non viene riconosciuta Sono fermo, non posso procedere.",Tecnico,alta,driver mancante la chiavetta usb non viene riconosciuta sono fermo non posso procedere
431,Problema cedolino,Il mio contratto è in scadenza Fatemi sapere.,Amministrazione,media,problema cedolino il mio contratto è in scadenza fatemi sapere
432,Sollecito pagamento,Ci sono offerte speciali in corso? Grazie per l'assistenza.,Commerciale,media,sollecito pagamento ci sono offerte speciali in corso grazie per l'assistenza
433,Informazioni prodotto,L'articolo che cerco è disponibile in magazzino? Resto in attesa di risposta.,Commerciale,media,informazioni prodotto l'articolo che cerco è disponibile in magazzino resto in attesa di risposta
434,Assegni familiari,Vorrei attivare lo smart working Solo per curiosità.,Amministrazione,bassa,assegni familiari vorrei attivare lo smart working solo per curiosità
435,Richiesta TFR,Ho bisogno di modificare le detrazioni fiscali Solo per avere informazioni.,Amministrazione,bassa,richiesta tfr ho bisogno di modificare le detrazioni fiscali solo per avere informazioni
436,Certificato lavoro,Ho ricevuto il contratto da firmare Non è prioritario.,Amministrazione,bassa,certificato lavoro ho ricevuto il contratto da firmare non è prioritario
437,Prestito aziendale,I contributi versati risultano errati Grazie in anticipo.,Amministrazione,media,prestito aziendale i contributi versati risultano errati grazie in anticipo
438,Computer lento,La stampante non risponde ai comandi di stampa Solo per avere informazioni.,Tecnico,bassa,computer lento la stampante non risponde ai comandi di stampa solo per avere informazioni
439,Contratto da firmare,Devo comunicare un periodo di malattia Non è prioritario.,Amministrazione,bassa,contratto da firmare devo comunicare un periodo di malattia non è prioritario
440,Richiesta TFR,Vorrei informazioni sul prestito aziendale,Amministrazione,media,richiesta tfr vorrei informazioni sul prestito aziendale
441,Driver mancante,L'aggiornamento del sistema operativo è fallito Resto in attesa di risposta.,Tecnico,media,driver mancante l'aggiornamento del sistema operativo è fallito resto in attesa di risposta
442,Configurazione email,L'applicazione si chiude inaspettatamente Non è prioritario.,Tecnico,bassa,configurazione email l'applicazione si chiude inaspettatamente non è prioritario
443,Configurazione email,Il monitor presenta sfarfallii continui Fatemi sapere.,Tecnico,media,configurazione email il monitor presenta sfarfallii continui fatemi sapere
444,Tracciamento ordine,Invio sollecito per il pagamento della fattura,Commerciale,media,tracciamento ordine invio sollecito per il pagamento della fattura
445,Assegni familiari,"Richiedo un anticipo sullo stipendio Emergenza, serve intervento immediato.",Amministrazione,alta,assegni familiari richiedo un anticipo sullo stipendio emergenza serve intervento immediato
446,Richiesta permesso,Vorrei richiedere il congedo parentale,Amministrazione,media,richiesta permesso vorrei richiedere il congedo parentale
447,RAM insufficiente,"Non riesco a collegare dispositivi Bluetooth Emergenza, serve intervento immediato.",Tecnico,alta,ram insufficiente non riesco a collegare dispositivi bluetooth emergenza serve intervento immediato
448,Richiesta campioni,Vorrei effettuare il reso della merce acquistata Quando possibile.,Commerciale,bassa,richiesta campioni vorrei effettuare il reso della merce acquistata quando possibile
449,Contratto fornitura,"Vorrei discutere un contratto di fornitura Quando possibile, grazie.",Commerciale,media,contratto fornitura vorrei discutere un contratto di fornitura quando possibile grazie
450,Modifica ordine,"Ci sono offerte speciali in corso? Non è urgente, quando avete tempo.",Commerciale,bassa,modifica ordine ci sono offerte speciali in corso non è urgente quando avete tempo
451,Upgrade piano,Richiedo il listino prezzi aggiornato Solo per avere informazioni.,Commerciale,bassa,upgrade piano richiedo il listino prezzi aggiornato solo per avere informazioni
452,Aggiornamento fallito,"Il computer impiega troppo tempo ad avviarsi Non è urgente, quando avete tempo.",Tecnico,bassa,aggiornamento fallito il computer impiega troppo tempo ad avviarsi non è urgente quando avete tempo
453,Virus rilevato,Il sistema mostra un errore critico all'avvio A vostra comodità.,Tecnico,bassa,virus rilevato il sistema mostra un errore critico all'avvio a vostra comodità
454,Problema di rete,La connessione VPN si disconnette continuamente Non è prioritario.,Tecnico,bassa,problema di rete la connessione vpn si disconnette continuamente non è prioritario
455,Virus rilevato,"Devo configurare la mia casella email Non è urgente, quando avete tempo.",Tecnico,bassa,virus rilevato devo configurare la mia casella email non è urgente quando avete tempo
456,Prestito aziendale,Invio la nota spese del mese Cordiali saluti.,Amministrazione,media,prestito aziendale invio la nota spese del mese cordiali saluti
457,Licenza scaduta,Il server aziendale non è raggiungibile A vostra comodità.,Tecnico,bassa,licenza scaduta il server aziendale non è raggiungibile a vostra comodità
458,Bluetooth non funziona,"Il mouse wireless non risponde Non è urgente, quando avete tempo.",Tecnico,bassa,bluetooth non funziona il mouse wireless non risponde non è urgente quando avete tempo
459,Certificato lavoro,Il cedolino presenta delle anomalie Resto in attesa di risposta.,Amministrazione,media,certificato lavoro il cedolino presenta delle anomalie resto in attesa di risposta
460,Lettera referenze,Devo aggiornare il mio indirizzo di residenza Grazie in anticipo.,Amministrazione,media,lettera referenze devo aggiornare il mio indirizzo di residenza grazie in anticipo
461,Trasferta,Richiedo un cambio di mansione Ho bisogno di aiuto immediato.,Amministrazione,alta,trasferta richiedo un cambio di mansione ho bisogno di aiuto immediato
462,Promozione attiva,"Ho bisogno di una spedizione urgente Sono fermo, non posso procedere.",Commerciale,alta,promozione attiva ho bisogno di una spedizione urgente sono fermo non posso procedere
463,Webcam non rilevata,La webcam non viene riconosciuta dal sistema Ho bisogno di aiuto immediato.,Tecnico,alta,webcam non rilevata la webcam non viene riconosciuta dal sistema ho bisogno di aiuto immediato
464,Promozione attiva,Ho bisogno di assistenza post-vendita Attendo riscontro.,Commerciale,media,promozione attiva ho bisogno di assistenza post-vendita attendo riscontro
465,Disco pieno,"La chiavetta USB non viene riconosciuta Non è urgente, quando avete tempo.",Tecnico,bassa,disco pieno la chiavetta usb non viene riconosciuta non è urgente quando avete tempo
466,File corrotto,Il sistema mostra un errore critico all'avvio A vostra comodità.,Tecnico,bassa,file corrotto il sistema mostra un errore critico all'avvio a vostra comodità
467,Password dimenticata,Il PC si spegne improvvisamente senza motivo Ho bisogno di aiuto immediato.,Tecnico,alta,password dimenticata il pc si spegne improvvisamente senza motivo ho bisogno di aiuto immediato
468,Straordinari non pagati,"Vorrei informazioni sul prestito aziendale Non è urgente, quando avete tempo.",Amministrazione,bassa,straordinari non pagati vorrei informazioni sul prestito aziendale non è urgente quando avete tempo
469,Server non risponde,La connessione VPN si disconnette continuamente Solo per curiosità.,Tecnico,bassa,server non risponde la connessione vpn si disconnette continuamente solo per curiosità
470,Sostituzione articolo,"Invio sollecito per il pagamento della fattura Non è urgente, quando avete tempo.",Commerciale,bassa,sostituzione articolo invio sollecito per il pagamento della fattura non è urgente quando avete tempo
471,Rinnovo contratto,"Ho bisogno di un attestato di servizio Non è urgente, quando avete tempo.",Amministrazione,bassa,rinnovo contratto ho bisogno di un attestato di servizio non è urgente quando avete tempo
472,Promozione attiva,Ho bisogno di assistenza post-vendita Resto in attesa di risposta.,Commerciale,media,promozione attiva ho bisogno di assistenza post-vendita resto in attesa di risposta
473,Stampante non stampa,Il monitor presenta sfarfallii continui Solo per avere informazioni.,Tecnico,bassa,stampante non stampa il monitor presenta sfarfallii continui solo per avere informazioni
