id,title,body,category,priority,full_text
890,errore sistema,il mouse non risponde e aggiungo ch un mio collega ha lo stesso identico problema,Tecnico,bassa,errore sistema il mouse non risponde e aggiungo ch un mio collega ha lo stesso identico problema
891,reso,"spett.le ufficio, devo modificare l'ordine grazie per la collaborazione.",Commerciale,media,reso spett le ufficio devo modificare l'ordine grazie per la collaborazione
892,rotto,busta paga è sbagliata non riesco a fare niente,Amministrazione,alta,rotto busta paga è sbagliata non riesco a fare niente
893,password,il pc non funziona e non riesco a mandare l'ordine né a timbrare le ferie inoltre vi faccio presente che questa situazione va avanti da settimane quando potete ah dimenticavo questa cosa urgente... quando potete rispondete,Tecnico,media,password il pc non funziona e non riesco a mandare l'ordine né a timbrare le ferie inoltre vi faccio presente che questa situazione va avanti da settimane quando potete ah dimenticavo questa cosa urgente quando potete rispondete
894,internet,"ciao, il mouse non risponde grz non so se si può",Tecnico,bassa,internet ciao il mouse non risponde grz non so se si può
895,rimborso,LA FATTURA DEL FORNITORE NON QUADRA  CIOÈ  CON LE MIE NOTE SPESE O QUALCOSA DEL GENERE,Amministrazione,media,rimborso la fattura del fornitore non quadra cioè con le mie note spese o qualcosa del genere
896,malattia,richiesta smart working tutto bloccato,Amministrazione,alta,malattia richiesta smart working tutto bloccato
897,internet,Basta! tastiera rotta Inaccettabile!!! grazie,Tecnico,media,internet basta tastiera rotta inaccettabile grazie
898,guasto,la stampante  non so se mi spiego  non stampa ...non ricordo bene niente di grave,Tecnico,bassa,guasto la stampante non so se mi spiego non stampa non ricordo bene niente di grave
899,preventivo,devo fare ordine ma ho bisogno dell'approvazione del budget,Commerciale,media,preventivo devo fare ordine ma ho bisogno dell'approvazione del budget
900,VPN,NON È ACCETTABILE CHE IL PC NON SI ACCENDE NON È POSSIBILE ANDARE AVANTI COSÌ!?!,Tecnico,bassa,vpn non è accettabile che il pc non si accende non è possibile andare avanti così
901,PERMESSO,Basta! assegni familiari Pretendo una risposta OGGI! URGENTISSIMO!!!,Amministrazione,alta,permesso basta assegni familiari pretendo una risposta oggi urgentissimo
902,730,buongiorno il contratto scade grz,Amministrazione,bassa,730 buongiorno il contratto scade grz
903,segnalazione,teams non funziona (o forse era un'altra cosa?),Tecnico,media,segnalazione teams non funziona o forse era un'altra cosa
904,internet,non riesco ad accedere al portale per vedere la  come dire  busta paga (o forse era un'altra cosa?) URGENTE,Tecnico,alta,internet non riesco ad accedere al portale per vedere la come dire busta paga o forse era un'altra cosa urgente
905,guasto,"non riesco a fare l'ordine online, il sito da errore e volevo anche dire che ho già provato di tutto ma non funziona niente fatemi sapere",Commerciale,media,guasto non riesco a fare l'ordine online il sito da errore e volevo anche dire che ho già provato di tutto ma non funziona niente fatemi sapere
906,cedolino,"ANCORA?? IL SISTEMA DELLE FERIE NON MI FA INSERIRE LA RICHIESTA, DA ERRORE PRETENDO UNA RISPOSTA OGGI!",Amministrazione,media,cedolino ancora il sistema delle ferie non mi fa inserire la richiesta da errore pretendo una risposta oggi
907,assistenza,il mio ordine è in ritardo e aggiungo ke un mio colelga ha lo stesso identico problema,Commerciale,bassa,assistenza il mio ordine è in ritardo e aggiungo ke un mio colelga ha lo stesso identico problema
908,hr,straordinari non sono stati pagati devo risolvere oggi!!,Amministrazione,alta,hr straordinari non sono stati pagati devo risolvere oggi
909,PAGAMENTO,"Spett.le ufficio, devo fare un reso Ringraziando anticipatamente, porgo cordiali saluti. quando potete",Commerciale,bassa,pagamento spett le ufficio devo fare un reso ringraziando anticipatamente porgo cordiali saluti quando potete
910,contratto,ANCORA?? VORREI CHIEDERE LE FERIE È LA TERZA VOLTA CHE LO SEGNALO!!,Amministrazione,media,contratto ancora vorrei chiedere le ferie è la terza volta che lo segnalo
911,segnalazione,"non mi arrivano le mail dei  come dire  clienti, controllate ...non ricordo bene devo partire",Tecnico,alta,segnalazione non mi arrivano le mail dei come dire clienti controllate non ricordo bene devo partire
912,non funziona,Buongiorno verifica credito ok? grazie,Commerciale,media,non funziona buongiorno verifica credito ok grazie
913,spedizione,Per l'ennesima volta: devo fare un reso Non è possibile andare avanti così!,Commerciale,media,spedizione per l'ennesima volta devo fare un reso non è possibile andare avanti così
914,aiuto,promozioni attive,Commerciale,media,aiuto promozioni attive
915,da risolvere,"spett.le ufficio, ho perso tutti i documenti grazie per la collaborazione. è un'emergenza",Tecnico,alta,da risolvere spett le ufficio ho perso tutti i documenti grazie per la collaborazione è un'emergenza
916,(nessun oggetto),l'audio non si sente,Tecnico,alta,nessun oggetto l'audio non si sente
917,rimborso,devo firmare contratto niente di che ma il sistema è completamente bloccato,Amministrazione,media,rimborso devo firmare contratto niente di che ma il sistema è completamente bloccato
918,busta paga,Ciao assegni familiari thx era solo un'idea,Amministrazione,bassa,busta paga ciao assegni familiari thx era solo un'idea
919,disponibilità,DEVO FARE UN ORDINE MA HO BISOGNO DELL'APPROVAZIONE DEL BUDGET E VOLEVO ANCHE DIRE CHE HO GIÀ PROVATO DI TUTTO MA NON FUNZIONA NIENTE GRAZIE,Commerciale,media,disponibilità devo fare un ordine ma ho bisogno dell'approvazione del budget e volevo anche dire che ho già provato di tutto ma non funziona niente grazie
920,malattia,voglio cambiare orario e aggiungo che un mio collega ha lo stesso identico problema,Amministrazione,media,malattia voglio cambiare orario e aggiungo che un mio collega ha lo stesso identico problema
921,permesso,Salve mi serve la cud,Amministrazione,bassa,permesso salve mi serve la cud
922,supporto,ho bisogno permesso stiamo perdendo tempo,Amministrazione,alta,supporto ho bisogno permesso stiamo perdendo tempo
923,730,buongiorno gli straordinari non sono stati pagati,Amministrazione,media,730 buongiorno gli straordinari non sono stati pagati
924,richiesta,proposta di collaborazione (o forse era un'altra cosa?) non so se si può,Commerciale,bassa,richiesta proposta di collaborazione o forse era un'altra cosa non so se si può
925,cliente,avete il catalogo inoltre vi faccio presente che questa situazione va avanti da settimane,Commerciale,media,cliente avete il catalogo inoltre vi faccio presente che questa situazione va avanti da settimane
926,reclamo,"spett.le ufficio, l'articolo è disponibile grazie per la collaborazione. urgentissimo",Commerciale,alta,reclamo spett le ufficio l'articolo è disponibile grazie per la collaborazione urgentissimo
927,vpn,"Desidero segnalare ch l'audio non si sente Ringraziando anticipatamente, porgo cordiali saluti.",Tecnico,bassa,vpn desidero segnalare ch l'audio non si sente ringraziando anticipatamente porgo cordiali saluti
928,ticket,"Ciao, gli straordinari non sono stati pagati deadline domani",Amministrazione,alta,ticket ciao gli straordinari non sono stati pagati deadline domani
929,preventivo,Ehi verifica credito thx riunione importante,Commerciale,alta,preventivo ehi verifica credito thx riunione importante
930,busta paga,"gentilissimi, devo scaricare la cud ma il sito non funziona in attesa di vs. risposta, cordialmente. serve subitto!!",Amministrazione,alta,busta paga gentilissimi devo scaricare la cud ma il sito non funziona in attesa di vs risposta cordialmente serve subitto
931,CONTRATTO,NN E' QCCETTABILE CHE DEVO FARR IL RIMBORSO SPESE NON É POSSIBILE ANDARE AVANTI COSÌ!,Amministrazione,media,contratto nn e' qccettabile che devo farr il rimborso spese non é possibile andare avanti così
932,reclamo,assistenza post vendita,Commerciale,alta,reclamo assistenza post vendita
933,hr,aiuto con il insomma 730 ...non ricordo bene grazie,Amministrazione,media,hr aiuto con il insomma 730 non ricordo bene grazie
934,cedolino,"ciao, devo fare una trasferta grz non c'è fretta",Amministrazione,bassa,cedolino ciao devo fare una trasferta grz non c'è fretta
935,guasto,"la mail per le note spese non parte, come faccio comunque sia vi chiedo di intervenire il prima possibile se potete quando potete",Amministrazione,media,guasto la mail per le note spese non parte come faccio comunque sia vi chiedo di intervenire il prima possibile se potete quando potete
936,ferie,devo scaricare la cud ma il sito non funziona e aggiungo che un mio collega ha lo stesso identico problema magari un giorno,Amministrazione,bassa,ferie devo scaricare la cud ma il sito non funziona e aggiungo che un mio collega ha lo stesso identico problema magari un giorno
937,leggere,Salve devo fare una trasferta aspetto risposta,Amministrazione,media,leggere salve devo fare una trasferta aspetto risposta
938,importante,contributi sono sbagliati,Amministrazione,media,importante contributi sono sbagliati
939,assistenza,Non è accettabile ch devo fare un reso Voglio parlare con un responsabile!?!,Commerciale,media,assistenza non è accettabile ch devo fare un reso voglio parlare con un responsabile
940,ORDINE,"NON É ACCETTABILE CHE NN RIESCO A FARE L'ORDINE ONLINE, IL SITO DA ERRORE PRETENDO UNA RISPOSTA OGGI!",Commerciale,media,ordine non é accettabile che nn riesco a fare l'ordine online il sito da errore pretendo una risposta oggi
941,virus?,pc fa rumori strani,Tecnico,media,virus pc fa rumori strani
942,problema,internet non funziona,Tecnico,media,problema internet non funziona
943,documento,devo scaricare cud ma sito non funziona,Amministrazione,media,documento devo scaricare cud ma sito non funziona
944,malattia,per l'ennesima volta: lettera di referenze Non e' possibile andare avanti così,Amministrazione,media,malattia per l'ennesima volta lettera di referenze non e' possibile andare avanti così
945,730,la busta paga è sbagliata e volevo anche dire che ho già provato di tutto ma non funziona niente sono fermo,Amministrazione,alta,730 la busta paga è sbagliata e volevo anche dire che ho già provato di tutto ma non funziona niente sono fermo
946,re: re:,monitor non si accende presentazione tra poco,Tecnico,alta,re re monitor non si accende presentazione tra poco
947,LENTO,Basta! il pc non funziona e non riesco a mandare l'ordine né a timbrare le ferie Pretendo una risposta OGGI! DEADLINE DOMANI,Tecnico,alta,lento basta il pc non funziona e non riesco a mandare l'ordine né a timbrare le ferie pretendo una risposta oggi deadline domani
948,errore sistema,non vedo cartelle condivise,Tecnico,media,errore sistema non vedo cartelle condivise
949,spedizione,il prodotto è difettoso e aggiungo che un mio collega ha lo stesso identico problema non posso lavorare,Commerciale,alta,spedizione il prodotto è difettoso e aggiungo che un mio collega ha lo stesso identico problema non posso lavorare
950,non va,"Vi scrivo per il backup non parte Ringraziando anticipatamente, porgo cordiali saluti. aspetto risposta",Tecnico,media,non va vi scrivo per il backup non parte ringraziando anticipatamente porgo cordiali saluti aspetto risposta
951,problema,Per l'ennesima volta: voglio dare le dimissioni Pretendo una risposta OGGI! grazie,Amministrazione,media,problema per l'ennesima volta voglio dare le dimissioni pretendo una risposta oggi grazie
952,da risolvere,il pc non si accende comunque sia vi chiedo di intervenire il prima possibile se potete curiosità,Tecnico,bassa,da risolvere il pc non si accende comunque sia vi chiedo di intervenire il prima possibile se potete curiosità
953,password,"Buongiorno, il computer si spegne da solo Distinti saluti. fatemi sapere",Tecnico,media,password buongiorno il computer si spegne da solo distinti saluti fatemi sapere
954,cliente,contratto fornitura!!,Commerciale,media,cliente contratto fornitura
955,ASSISTENZA,Buongiorno informazioni prestito aziendale ciao solo per sapere,Amministrazione,bassa,assistenza buongiorno informazioni prestito aziendale ciao solo per sapere
956,computer,il computer si spegne da solo comunque sia vi chiedo di intervenire il prima possibile se potete pensavo ch forse,Tecnico,bassa,computer il computer si spegne da solo comunque sia vi chiedo di intervenire il prima possibile se potete pensavo ch forse
957,DA RISOLVERE,vorrei un preventivo boh è un'emergenza,Commerciale,alta,da risolvere vorrei un preventivo boh è un'emergenza
958,INFO,"Gentilissimi, sollecito pagamento In attesa di Vs. risposta, cordialmente. bloccato completamente",Commerciale,alta,info gentilissimi sollecito pagamento in attesa di vs risposta cordialmente bloccato completamente
959,straordinari,Vi scrivo per mi serve un certificato di lavoro Grazie per la collaborazione. urgentissimo,Amministrazione,alta,straordinari vi scrivo per mi serve un certificato di lavoro grazie per la collaborazione urgentissimo
960,virus?,il gestionale fatture si blocca sempre quando apro le fatture perché come sapete è già da un po' che ho qsto problema e non so più cosa fare serve subito!!,Tecnico,alta,virus il gestionale fatture si blocca sempre quando apro le fatture perché come sapete è già da un po' che ho qsto problema e non so più cosa fare serve subito
961,spedizione,Con la presente verifica credito Resto in attesa di un cortese riscontro. quando potete,Commerciale,media,spedizione con la presente verifica credito resto in attesa di un cortese riscontro quando potete
962,problema,voglio annullare l'ordine e aggiungo che un mio collega ha lo stesso identico problema magari un giorno,Commerciale,bassa,problema voglio annullare l'ordine e aggiungo che un mio collega ha lo stesso identico problema magari un giorno
963,bloccato,tastiera rotta serve subito,Tecnico,alta,bloccato tastiera rotta serve subito
964,permesso,ASSEGNI FAMILIARI CIAO QUANDO POTETE,Amministrazione,media,permesso assegni familiari ciao quando potete
965,bloccato,lo schermo sfarfalla ok?,Tecnico,alta,bloccato lo schermo sfarfalla ok
966,urgente,Ehi la webcam non funziona grazie!,Tecnico,media,urgente ehi la webcam non funziona grazie
967,cedolino,"Buongiorno, la mail per le note spese non parte, come faccio Resto in attesa di un cortese riscontro. bloccato completamente",Amministrazione,alta,cedolino buongiorno la mail per le note spese non parte come faccio resto in attesa di un cortese riscontro bloccato completamente
968,aiuto,schermo sfarfalla,Tecnico,media,aiuto schermo sfarfalla
969,problema,password non funziona più curiosità!!,Tecnico,bassa,problema password non funziona più curiosità
970,bloccato,"non mi arrivano le mail praticamente dei cliemti, controllate ...non ricordo bene",Tecnico,media,bloccato non mi arrivano le mail praticamente dei cliemti controllate non ricordo bene
971,errore,Ehi non riessco a stampare thx URGENTE,Tecnico,alta,errore ehi non riessco a stampare thx urgente
972,reso,"Con la presente non riesco a fare l'ordine online, il sito da errore Grazie per la collaborazione.",Commerciale,bassa,reso con la presente non riesco a fare l'ordine online il sito da errore grazie per la collaborazione
973,stampa,Ehi non ho più spazio sul disco ok? qando potete,Tecnico,media,stampa ehi non ho più spazio sul disco ok qando potete
974,ufficio personale,i contributi sono sbagliati thx era solo un'idea,Amministrazione,bassa,ufficio personale i contributi sono sbagliati thx era solo un'idea
975,documento,devo comunicare  insomma  la malattia ...non ricordo bene grazie,Amministrazione,media,documento devo comunicare insomma la malattia non ricordo bene grazie
976,ufficio personale,fattura del fornitore non quadra mie note spese,Amministrazione,media,ufficio personale fattura del fornitore non quadra mie note spese
977,rete,BASTA! NN MI FA ENRTARE NEL SISTEMA NON E' POSSIBILE ANDARE AVANTI COSÌ! ASPETTO RISPOSTA,Tecnico,media,rete basta nn mi fa enrtare nel sistema non e' possibile andare avanti così aspetto risposta
978,smart working,aiuto con il 730 pk come sapete è già da un po' che ho qsto problema e non so più cosa fare devo partire,Amministrazione,alta,smart working aiuto con il 730 pk come sapete è già da un po' che ho qsto problema e non so più cosa fare devo partire
979,problema pc,la stampante  più o meno  non stampa o qualcosa del genere curiosità,Tecnico,bassa,problema pc la stampante più o meno non stampa o qualcosa del genere curiosità
980,Re: Re:,word non diciamo ch salva i file o qualcosa del genere,Tecnico,media,re re word non diciamo ch salva i file o qualcosa del genere
981,730,Non è accettabile che devo comunicare la malattia Non è possibile andare avanti così! quando potete,Amministrazione,media,730 non è accettabile che devo comunicare la malattia non è possibile andare avanti così quando potete
982,rimborso,nota spese  nel senso  da approvare (o forse era un'altra cosa?) quando potete,Amministrazione,bassa,rimborso nota spese nel senso da approvare o forse era un'altra cosa quando potete
983,mail,internet non funziona (o forse era un'altra cosa?),Tecnico,bassa,mail internet non funziona o forse era un'altra cosa
984,schermo nero,"Spett.le ufficio, nn riesco a stampare Grazie per la collaborazione.",Tecnico,alta,schermo nero spett le ufficio nn riesco a stampare grazie per la collaborazione
985,documento,devo comunicare la malattia,Amministrazione,bassa,documento devo comunicare la malattia
986,internet,mouse non risponde non so se si può,Tecnico,bassa,internet mouse non risponde non so se si può
987,non va,Vi scrivo per non mi fa entrare nel sistema Distinti saluti. era solo un'idea,Tecnico,bassa,non va vi scrivo per non mi fa entrare nel sistema distinti saluti era solo un'idea
988,mail,non ho più spazio sul disco devo risolvere oggi,Tecnico,alta,mail non ho più spazio sul disco devo risolvere oggi
989,stampa,la webcam non funziona comunque sia vi chiedo di intervenire il prima possibile se potete il cliente aspetta,Tecnico,alta,stampa la webcam non funziona comunque sia vi chiedo di intervenire il prima possibile se potete il cliente aspetta
990,non funziona,Buongiorno word non salva i file ciao,Tecnico,alta,non funziona buongiorno word non salva i file ciao
991,vi prego,Per l'ennesima volta: la password non funziona più Inaccettabile!!!,Tecnico,bassa,vi prego per l'ennesima volta la password non funziona più inaccettabile
992,errore sistema,Ma e possibilie che sn in smart working ma il vpn n va e devo fare le note spese e un ordine Pretendo una risposta OGGI!,Tecnico,alta,errore sistema ma e possibilie che sn in smart working ma il vpn n va e devo fare le note spese e un ordine pretendo una risposta oggi
993,problema,"Spett.le ufficio, il cedolino ha un errore Grazie per la collaborazione. non c'è fretta",Amministrazione,bassa,problema spett le ufficio il cedolino ha un errore grazie per la collaborazione non c'è fretta
994,UFFICIO PERSONALE,Non è accettabile che devo fare il rimborso spese Voglio parlare con un responsabile! se avete tempo,Amministrazione,bassa,ufficio personale non è accettabile che devo fare il rimborso spese voglio parlare con un responsabile se avete tempo
995,disponibilità,"Con la presente posso avere uno sconto In attesa di Vs. risposta, cordialmente. il cliente aspetta",Commerciale,alta,disponibilità con la presente posso avere uno sconto in attesa di vs risposta cordialmente il cliente aspetta
996,non funziona,informazioni sul tfr,Amministrazione,media,non funziona informazioni sul tfr
997,rimborso,voglio dare dimissioni non posso lavorare,Amministrazione,alta,rimborso voglio dare dimissioni non posso lavorare
998,busta paga,ho bisogno di un permesso grazie,Amministrazione,media,busta paga ho bisogno di un permesso grazie
999,documento,"la mail per le note spese non parte, come faccio comunque sia vi chiedo di intervenire il prima possibile se potete",Amministrazione,media,documento la mail per le note spese non parte come faccio comunque sia vi chiedo di intervenire il prima possibile se potete
1000,computer,Basta! il pc fa rumori strani È la terza volta che lo segnalo!! È URGENTE,Tecnico,alta,computer basta il pc fa rumori strani è la terza volta che lo segnalo è urgente
